0	0	-2387.88528850338753	0
1	0	645.224256312616035	0
1	1	1213.24922609701434	795.743898049515792
2	0	561.710797517480273	0
2	1	665.715084590977881	635.102789127205028
2	2	836.242767418730637	169.675054658435585
3	0	-160.167082942094538	0
3	1	-306.817507168671284	242.263567721331583
3	2	889.523746927641355	-912.93661761030944
3	3	274.494136699505873	1141.36402852157062
4	0	341.647575821225985	0
4	1	-445.896807679580661	-516.63795819625534
4	2	765.989323432552965	-152.720136508393324
4	3	732.270419482296461	-250.987202413304431
4	4	122.601583492122785	-932.733324569466504
5	0	-550.509879250243102	0
5	1	-66.0226444647311013	-151.213231504918951
5	2	44.7416006852015045	317.516454315358658
5	3	257.221845457471375	77.4352788482025431
5	4	-1053.20400783140599	131.215084389939847
5	5	-105.136096243411217	448.232683006078503
6	0	233.50506647875082	0
6	1	4.83858422211492378	-345.011563394600046
6	2	-47.3099588684130481	273.730317284048283
6	3	105.63239934411024	374.032023585727472
6	4	-396.413817689396922	347.480141677696395
6	5	-220.16048867111158	-407.633880515222472
6	6	-77.6520808225484132	-53.3536973811445776
7	0	-283.130056043540776	0
7	1	76.1309442036410218	382.346319508427712
7	2	-351.07273823582824	-37.3463910201729092
7	3	-141.179150758295776	38.8685742092567992
7	4	507.788771685556412	-67.1876339190979053
7	5	8.5698863687670368	-19.8657277357677131
7	6	116.726949684843206	217.260020478600268
7	7	-52.3408286036707153	-202.174556223603815
8	0	-13.8690357166111475	0
8	1	-35.5011374174459036	-165.014629101426806
8	2	-224.852423715877393	-17.222268572516473
8	3	55.8906368868313876	88.7869995083705419
8	4	52.9281011834743182	-157.35410932057701
8	5	-119.631391926754247	-11.7785016457307616
8	6	-191.545065159421483	-176.561845186183263
8	7	375.777095410569984	89.6382950765459015
8	8	194.908205943534341	262.781641777296954
9	0	-181.01326029867505	0
9	1	242.841889419045657	79.8378999525824469
9	2	-88.2744286312447031	-0.643477758544156009
9	3	-40.4639850266946084	16.813721439493893
9	4	-38.5052219048623812	-81.5328225296524778
9	5	143.547372807621201	173.524258703138258
9	6	9.2053382616570385	-430.691800705723779
9	7	-30.3314025390918438	-224.447040096554957
9	8	-238.950882891729862	-212.154445032687306
9	9	-55.3805247730079842	-184.31848351887507
10	0	-149.973382473956946	0
10	1	100.710665724316314	-132.805591741415384
10	2	396.558388413976388	182.238196611185202
10	3	-241.543347698634278	-230.31476914645998
10	4	195.948087575977581	-51.9220580800169671
10	5	36.2861111680110255	48.2512213274054744
10	6	-179.223690564130351	147.851593108837676
10	7	-21.349657290006526	108.331800811297455
10	8	-150.138220953435734	181.080447938670972
10	9	309.660601723003424	-23.0658312909229615
10	10	-165.613952089256912	127.105369020353862
